video,label,elbow_mean_idle,straight_ratio_idle,tripod_ratio,com_over_base_ratio,wall_dist_idle,wall_dist_move,wall_push_ratio,jerk_move,leg_drive_ratio,_n_frames,_n_moves,_idle_frames
E64.mp4,expert,149.70703519258464,0.5570175438596491,0.2298507462686567,0.564179104477612,0.14917144017369194,0.08774863493216423,0.5882401413272557,0.18467216926645383,0.6487894789054468,335,1,228
E65.mp4,expert,151.69720318207575,0.6767241379310345,0.3803827751196172,0.8397129186602871,0.1456517048366814,0.1448790651401042,0.9946952241692206,0.011689158078756232,0.38774377193323833,418,8,232
E66.mp4,expert,117.05367602913492,0.24556962025316456,0.18886679920477137,0.2584493041749503,0.1436037887788977,0.10779928166119007,0.7506715182873768,0.009210505205719229,0.57478215593748,503,7,395
E67.mp4,expert,150.67173971959332,0.6254681647940075,0.05365853658536585,0.7341463414634146,0.12397455651091498,0.1513555740316972,1.220859877081091,0.009243731902277159,0.6005589659175382,410,5,267
E68.mp4,expert,147.45789546093872,0.6944444444444444,0.10795454545454546,0.4659090909090909,0.12305915628628314,0.10142785775621249,0.8242202577600123,0.011312589206304444,0.668687159548737,352,3,180
E69.mp4,expert,115.16889380551667,0.029850746268656716,0.42724458204334365,0.9969040247678018,0.1418986351561212,0.0519911423063149,0.3663963263998234,0.1361884766265196,0.29322044167222355,323,1,268
E70.mp4,expert,143.45454032230694,0.4781659388646288,0.0,0.12429378531073447,0.13101666035325973,0.14768903845070583,1.127253791845667,0.26592993332987136,0.3373604378962679,708,6,458
E71.mp4,expert,108.4870138077584,0.17293233082706766,0.4629878869448183,0.6083445491251682,0.1276060214166735,0.1391870860022037,1.0907563259899091,0.005232848299376084,0.5533143491540026,743,7,532
E72.mp4,expert,134.10552394473208,0.3626760563380282,0.334020618556701,0.931958762886598,0.07217217197828917,0.06851039985289596,0.9492632476250373,0.006019661928345893,0.2311120447138573,485,6,284
E73.mp4,expert,130.9468766872587,0.3893333333333333,0.33085896076352067,0.6373276776246023,0.13355316721823313,0.11713020964673404,0.8770304989100853,0.43083231990016674,0.36631338297582106,943,11,750
E74.mp4,expert,143.98225851604025,0.527363184079602,0.0,0.016666666666666666,0.15597556043738484,0.12062009755325225,0.7733268563468677,0.06351072385145773,0.6711631509604039,360,5,201
E75.mp4,expert,111.93214424433384,0.13333333333333333,0.0061162079510703364,0.5107033639143731,0.07026225561233941,0.047354748556207485,0.673971272396475,0.13173423681159624,0.4117803772611041,327,2,255
E76.mp4,expert,106.72967097913835,0.18095238095238095,0.0,0.310126582278481,0.0895529968795024,0.04564951873060167,0.5097485871359424,0.3363685653796481,0.279822150204802,474,2,420
E77.mp4,expert,141.819062810522,0.4292237442922374,0.09296482412060302,0.8165829145728644,0.1238230142721389,0.10243070933140491,0.8272347564882776,0.006965935728354422,0.39537490085128685,398,6,219
E78.mp4,expert,146.7671644963962,0.41379310344827586,0.0,0.0,0.11567534452864556,0.10963821028367154,0.9478095894361059,0.15225147797315192,0.5944283336185372,313,5,203
E79.mp4,expert,135.98425363053997,0.41033138401559455,0.09909228441754916,0.5544629349470499,0.1631097622884364,0.1097794979739074,0.673040593667055,0.025104056738470843,0.40676567802586905,1322,8,1026
